Instance,N,K,Transitions (min),States (min),Time(min),Transitions (max),States (max),Time(max),Transitions (mean),States (mean),Time(mean),Failed
CM,7,12,,,,,,,,,,100
CM,7,13,,,,,,,,,,100
CM,7,14,,,,,,,,,,100
CM,7,15,,,,,,,,,,100
CM,8,1,,,,,,,,,,100
CM,8,2,,,,,,,,,,100
CM,8,3,,,,,,,,,,100
CM,8,4,,,,,,,,,,100
CM,8,5,,,,,,,,,,100
CM,8,6,,,,,,,,,,100
CM,8,7,,,,,,,,,,100
CM,8,8,,,,,,,,,,100
CM,8,9,,,,,,,,,,100
CM,8,10,,,,,,,,,,100
CM,8,11,,,,,,,,,,100
CM,8,12,,,,,,,,,,100
CM,8,13,,,,,,,,,,100
CM,8,14,,,,,,,,,,100
CM,8,15,,,,,,,,,,100
CM,9,1,,,,,,,,,,100
CM,9,2,,,,,,,,,,100
CM,9,3,,,,,,,,,,100
CM,9,4,,,,,,,,,,100
CM,9,5,,,,,,,,,,100
CM,9,6,,,,,,,,,,100
CM,9,7,,,,,,,,,,100
CM,9,8,,,,,,,,,,100
CM,9,9,,,,,,,,,,100
CM,9,10,,,,,,,,,,100
CM,9,11,,,,,,,,,,100
CM,9,12,,,,,,,,,,100
CM,9,13,,,,,,,,,,100
CM,9,14,,,,,,,,,,100
CM,9,15,,,,,,,,,,100
CM,10,1,,,,,,,,,,100
CM,10,2,,,,,,,,,,100
CM,10,3,,,,,,,,,,100
CM,10,4,,,,,,,,,,100
CM,10,5,,,,,,,,,,100
CM,10,6,,,,,,,,,,100
CM,10,7,,,,,,,,,,100
CM,10,8,,,,,,,,,,100
CM,10,9,,,,,,,,,,100
CM,10,10,,,,,,,,,,100
CM,10,11,,,,,,,,,,100
CM,10,12,,,,,,,,,,100
CM,10,13,,,,,,,,,,100
CM,10,14,,,,,,,,,,100
CM,10,15,,,,,,,,,,100
CM,11,1,,,,,,,,,,100
CM,11,2,,,,,,,,,,100
CM,11,3,,,,,,,,,,100
CM,11,4,,,,,,,,,,100
CM,11,5,,,,,,,,,,100
CM,11,6,,,,,,,,,,100
CM,11,7,,,,,,,,,,100
CM,11,8,,,,,,,,,,100
CM,11,9,,,,,,,,,,100
CM,11,10,,,,,,,,,,100
CM,11,11,,,,,,,,,,100
CM,11,12,,,,,,,,,,100
CM,11,13,,,,,,,,,,100
CM,11,14,,,,,,,,,,100
CM,11,15,,,,,,,,,,100
CM,12,1,,,,,,,,,,100
CM,12,2,,,,,,,,,,100
CM,12,3,,,,,,,,,,100
CM,12,4,,,,,,,,,,100
CM,12,5,,,,,,,,,,100
CM,12,6,,,,,,,,,,100
CM,12,7,,,,,,,,,,100
CM,12,8,,,,,,,,,,100
CM,12,9,,,,,,,,,,100
CM,12,10,,,,,,,,,,100
CM,12,11,,,,,,,,,,100
CM,12,12,,,,,,,,,,100
CM,12,13,,,,,,,,,,100
CM,12,14,,,,,,,,,,100
CM,12,15,,,,,,,,,,100
CM,13,1,,,,,,,,,,100
CM,13,2,,,,,,,,,,100
CM,13,3,,,,,,,,,,100
CM,13,4,,,,,,,,,,100
CM,13,5,,,,,,,,,,100
CM,13,6,,,,,,,,,,100
CM,13,7,,,,,,,,,,100
CM,13,8,,,,,,,,,,100
CM,13,9,,,,,,,,,,100
CM,13,10,,,,,,,,,,100
CM,13,11,,,,,,,,,,100
CM,13,12,,,,,,,,,,100
CM,13,13,,,,,,,,,,100
CM,13,14,,,,,,,,,,100
CM,13,15,,,,,,,,,,100
CM,14,1,,,,,,,,,,100
CM,14,2,,,,,,,,,,100
CM,14,3,,,,,,,,,,100
CM,14,4,,,,,,,,,,100
CM,14,5,,,,,,,,,,100
CM,14,6,,,,,,,,,,100
CM,14,7,,,,,,,,,,100
CM,14,8,,,,,,,,,,100
CM,14,9,,,,,,,,,,100
CM,14,10,,,,,,,,,,100
CM,14,11,,,,,,,,,,100
CM,14,12,,,,,,,,,,100
CM,14,13,,,,,,,,,,100
CM,14,14,,,,,,,,,,100
CM,14,15,,,,,,,,,,100
CM,15,1,,,,,,,,,,100
CM,15,2,,,,,,,,,,100
CM,15,3,,,,,,,,,,100
CM,15,4,,,,,,,,,,100
CM,15,5,,,,,,,,,,100
CM,15,6,,,,,,,,,,100
CM,15,7,,,,,,,,,,100
CM,15,8,,,,,,,,,,100
CM,15,9,,,,,,,,,,100
CM,15,10,,,,,,,,,,100
CM,15,11,,,,,,,,,,100
CM,15,12,,,,,,,,,,100
CM,15,13,,,,,,,,,,100
CM,15,14,,,,,,,,,,100
CM,15,15,,,,,,,,,,100
